10,0,0,0
11,0,0,0.0890207
12,0,0,0.0958351
11,0,0,0.114133
12,0,0,0.131867
13,0,0,0.144663
14,0,0,0.170597
15,0,0,0.183504
16,0,0,0.237068
17,0,0,0.240095
16,0,0,0.244954
17,0,0,0.273481
18,0,0,0.325536
19,0,0,0.358208
18,0,0,0.372127
17,0,0,0.377128
18,0,0,0.381387
17,0,0,0.382722
18,0,0,0.39615
19,0,0,0.409577
20,0,0,0.441286
19,0,0,0.443787
18,0,0,0.460633
19,0,0,0.463472
20,0,0,0.470086
21,0,0,0.477257
22,0,0,0.490973
23,0,0,0.494104
22,0,0,0.52798
23,0,0,0.543782
24,0,0,0.550119
25,0,0,0.563411
26,0,0,0.581498
27,0,0,0.60704
28,0,0,0.614493
27,0,0,0.625814
28,0,0,0.667323
29,0,0,0.681288
30,0,0,0.709218
31,0,0,0.714503
32,0,0,0.715232
33,0,0,0.717621
34,0,0,0.718548
33,0,0,0.723238
34,0,0,0.729447
35,0,0,0.747199
36,0,0,0.756972
37,0,0,0.761861
38,0,0,0.769001
39,0,0,0.803387
40,0,0,0.806558
41,0,0,0.819197
42,0,0,0.838585
43,0,0,0.843914
44,0,0,0.860435
45,0,0,0.868654
46,0,0,0.871797
47,0,0,0.874772
48,0,0,0.889044
47,0,0,0.891738
48,0,0,0.894866
49,0,0,0.905727
50,0,0,0.914541
51,0,0,0.918017
52,0,0,0.922189
53,0,0,0.933894
54,0,0,0.93539
55,0,0,0.939867
56,0,0,0.94435
55,0,0,0.946907
56,0,0,0.948639
57,0,0,0.950772
57,0,1,0.952181
58,0,1,0.953063
57,0,1,0.955731
58,0,1,0.964181
59,0,1,0.968275
60,0,1,0.984366
61,0,1,0.992992
62,0,1,0.995473
63,0,1,0.9983
64,0,1,0.998705
65,0,1,1.00349
66,0,1,1.00658
67,0,1,1.00935
68,0,1,1.01088
67,0,1,1.01106
68,0,1,1.01601
67,0,1,1.02782
68,0,1,1.03226
69,0,1,1.04125
68,0,1,1.04433
69,0,1,1.04536
70,0,1,1.04678
71,0,1,1.04727
72,0,1,1.05037
73,0,1,1.06088
74,0,1,1.06206
75,0,1,1.0684
76,0,1,1.07583
75,0,1,1.07721
76,0,1,1.08181
77,0,1,1.08727
78,0,1,1.09975
79,0,1,1.10093
80,0,1,1.10237
81,0,1,1.10837
82,0,1,1.10889
83,0,1,1.11343
84,0,1,1.11618
85,0,1,1.11822
86,0,1,1.11845
87,0,1,1.12209
86,0,1,1.12297
87,0,1,1.12468
88,0,1,1.13922
89,0,1,1.14005
90,0,1,1.14078
91,0,1,1.14404
92,0,1,1.14806
93,0,1,1.14898
94,0,1,1.15156
95,0,1,1.1535
96,0,1,1.16023
97,0,1,1.16747
98,0,1,1.17093
99,0,1,1.17942
100,0,1,1.18341
99,0,1,1.19025
98,0,1,1.19683
97,0,1,1.23031
96,0,1,1.23081
95,0,1,1.24301
94,0,1,1.27892
93,0,1,1.31182
92,0,1,1.32881
91,0,1,1.38148
90,0,1,1.40206
89,0,1,1.40608
88,0,1,1.42239
87,0,1,1.45613
86,0,1,1.46481
85,0,1,1.48681
84,0,1,1.48695
83,0,1,1.52282
82,0,1,1.56277
82,0,2,1.58219
81,0,2,1.59881
80,0,2,1.6068
79,0,2,1.62046
78,0,2,1.67987
78,0,3,1.68077
77,0,3,1.69826
76,0,3,1.73707
75,0,3,1.77932
74,0,3,1.78092
73,0,3,1.78204
72,0,3,1.79821
71,0,3,1.80184
70,0,3,1.80278
69,0,3,1.80475
68,0,3,1.85402
67,0,3,1.85666
66,0,3,1.86286
65,0,3,1.86436
64,0,3,1.86554
63,0,3,1.95045
62,0,3,1.96148
61,0,3,1.96865
60,0,3,2.00197
59,0,3,2.00235
58,0,3,2.01002
57,0,3,2.01303
56,0,3,2.04341
55,0,3,2.05691
54,0,3,2.08471
53,0,3,2.09382
52,0,3,2.14345
51,0,3,2.15002
50,0,3,2.17343
49,0,3,2.1748
48,0,3,2.19585
47,0,3,2.28527
46,0,3,2.28551
45,0,3,2.29246
44,0,3,2.29684
43,0,3,2.29906
42,0,3,2.30418
41,0,3,2.30746
40,0,3,2.31606
39,0,3,2.34959
38,0,3,2.41645
37,0,3,2.42273
36,0,3,2.4782
35,0,3,2.47948
34,0,3,2.53413
33,0,3,2.57802
32,0,3,2.60521
31,0,3,2.69431
30,0,3,2.74724
29,0,3,2.77672
28,0,3,2.80706
27,0,3,2.81174
26,0,3,2.84234
25,0,3,3.01457
24,0,3,3.02238
23,0,3,3.1073
22,0,3,3.16857
21,0,3,3.17076
20,0,3,3.29784
19,0,3,3.31656
19,0,4,3.4148
18,0,4,3.46892
17,0,4,3.52375
16,0,4,3.78054
15,0,4,3.79962
14,0,4,4.01968
14,0,5,4.07767
13,0,5,4.32004
12,0,5,4.54233
11,0,5,4.63516
10,0,5,4.76143
9,0,5,4.80116
8,0,5,4.93893
7,0,5,5.06353
6,0,5,5.13503
5,0,5,5.79253
4,0,5,6.06017
4,0,4,6.59416
3,0,4,6.93647
2,0,4,6.95583
1,0,4,7.13301
0,0,4,7.4947
0,0,3,8.50482
0,0,2,28.7819
