0.006,10122
0.006,10003
0.006,9989
0.006,9968
0.006,10020
0.006,10146
0.006,9949
0.006,9870
0.006,9821
0.006,10013
0.006,10077
0.006,9832
0.006,10079
0.006,9945
0.006,9900
0.006,9921
0.006,10111
0.006,9931
0.006,10193
0.006,9810
0.006,10028
0.006,10145
0.006,10023
0.006,10072
0.006,9937
0.006,10047
0.006,10044
0.006,9840
0.006,10012
0.006,9913
0.006,9881
0.006,10049
0.006,10008
0.006,10017
0.006,9954
0.006,10280
0.006,9854
0.006,9849
0.006,9864
0.006,9989
0.006,9951
0.006,9945
0.006,9786
0.006,10028
0.006,10056
0.006,10087
0.006,10227
0.006,9993
0.006,10135
0.006,9983
0.006,10103
0.006,9809
0.006,9906
0.006,10012
0.006,9889
0.006,10035
0.006,10021
0.006,10034
0.006,9951
0.006,9877
0.006,9975
0.006,9865
0.006,9933
0.006,9989
0.006,9854
0.006,9939
0.006,10101
0.006,10032
0.006,10120
0.006,9750
0.006,9999
0.006,9985
0.006,9892
0.006,9996
0.006,10051
0.006,9817
0.006,9689
0.006,9998
0.006,9828
0.006,10104
0.006,9774
0.006,10091
0.006,10004
0.006,10093
0.006,9902
0.006,10165
0.006,9975
0.006,10000
0.006,9913
0.006,10082
0.006,10194
0.006,9902
0.006,10037
0.006,10067
0.006,9996
0.006,10044
0.006,10120
0.006,10058
0.006,10048
0.006,9693
0.006,9974
0.006,9858
0.006,10119
0.006,9876
0.006,9989
0.006,10222
0.006,9893
0.006,9889
0.006,9961
0.006,10027
0.006,10005
0.006,10182
0.006,10089
0.006,10170
0.006,9977
0.006,9837
0.006,9751
0.006,9761
0.006,10089
0.006,9889
0.006,9910
0.006,9738
0.006,9969
0.006,10004
0.006,9966
0.006,10004
0.006,10095
0.006,9726
0.006,9943
0.006,9749
0.006,9826
0.006,9955
0.006,9989
0.006,10095
0.006,9966
0.006,10000
0.006,10120
0.006,10103
0.006,9885
0.006,9930
0.006,10167
0.006,9879
0.006,10106
0.006,9897
0.006,9987
0.006,10078
0.006,10060
0.006,9851
0.006,9904
0.006,9886
0.006,10058
0.006,10011
0.006,9922
0.006,9974
0.006,10004
0.006,10052
0.006,10038
0.006,9831
0.006,10017
0.006,10023
0.006,9799
0.006,9969
0.006,9932
0.006,9998
0.006,9821
0.006,9995
0.006,10040
0.006,10057
0.006,9978
0.006,9937
0.006,9909
0.006,10202
0.006,9847
0.006,9830
0.006,9952
0.006,9866
0.006,10023
0.006,10106
0.006,9858
0.006,10006
0.006,9785
0.006,9785
0.006,10079
0.006,9754
0.006,10109
0.006,9862
0.006,9885
0.006,10004
0.006,10060
0.006,9768
0.006,10013
0.006,9871
0.006,9988
0.006,10108
0.006,10183
0.006,9956
0.006,10191
0.006,9984
0.006,9891
0.006,10096
0.006,9878
0.006,9815
0.006,9833
0.006,10056
0.006,9878
0.006,9958
0.006,9966
0.006,9792
0.006,9952
0.006,10172
0.006,9867
0.006,9899
0.006,10036
0.006,10109
0.006,9859
0.006,9977
0.006,9916
0.006,9903
0.006,9960
0.006,10038
0.006,9921
0.006,9971
0.006,10051
0.006,10034
0.006,9778
0.006,9783
0.006,9930
0.006,10061
0.006,9884
0.006,9784
0.006,9868
0.006,9872
0.006,9958
0.006,10246
0.006,9936
0.006,10115
0.006,9875
0.006,9663
0.006,9775
0.006,9991
0.006,9838
0.006,9878
0.006,9801
0.006,9957
0.006,10014
0.006,10003
0.006,10081
0.006,9965
0.006,10154
0.006,10021
0.006,9835
0.006,9853
0.006,10030
0.006,9780
0.006,9943
0.006,9957
0.006,9910
0.006,9961
0.006,9868
0.006,10231
0.006,9979
0.006,9916
0.006,9978
0.006,9954
0.006,9975
0.006,9850
0.006,10047
0.006,9984
0.006,9939
0.006,9985
0.006,10179
0.006,9786
0.006,9970
0.006,9970
0.006,10061
0.006,9918
0.006,9932
0.006,10001
0.006,10154
0.006,9735
0.006,10000
0.006,10126
0.006,10084
0.006,9957
0.006,9927
0.006,10038
0.006,9943
0.006,9971
0.006,10002
0.006,10038
0.006,9797
0.006,9824
0.006,9899
0.006,9978
0.006,10197
0.006,9832
0.006,9975
0.006,9866
0.006,9895
0.006,9800
0.006,10180
0.006,10038
0.006,9864
0.006,9963
0.006,9965
0.006,9925
0.006,10024
0.006,10019
0.006,10111
0.006,9839
0.006,9953
0.006,9764
0.006,10067
0.006,10094
0.006,9916
0.006,9986
0.006,9864
0.006,9846
0.006,9967
0.006,9966
0.006,9945
0.006,9937
0.006,10002
0.006,9916
0.006,9977
0.006,10018
0.006,9983
0.006,10046
0.006,9978
0.006,10010
0.006,9967
0.006,9842
0.006,10160
0.006,9947
0.006,10062
0.006,9767
0.006,9879
0.006,9864
0.006,9911
0.006,9899
0.006,9915
0.006,10063
0.006,9817
0.006,10072
0.006,9992
0.006,9998
0.006,10148
0.006,10120
0.006,9957
0.006,10009
0.006,9838
0.006,9928
0.006,9796
0.006,9903
0.006,9969
0.006,9929
0.006,10032
0.006,9862
0.006,9973
0.006,9952
0.006,9880
0.006,9801
0.006,9896
0.006,9923
0.006,10003
0.006,9982
0.006,9823
0.006,9956
0.006,10010
0.006,10085
0.006,9963
