2000,1,0
1999,1,7.33138e-05
1998,1,0.00190558
1997,1,0.00203499
1996,1,0.0028782
1995,1,0.00345365
1994,1,0.00347261
1993,1,0.00351419
1992,1,0.00379992
1991,1,0.00389849
1990,1,0.00509012
1989,1,0.00524792
1988,1,0.00585457
1987,1,0.00609872
1986,1,0.00653817
1985,1,0.00722113
1984,1,0.00968369
1983,1,0.0111464
1982,1,0.0148119
1981,1,0.0153311
1980,1,0.0161431
1979,1,0.0165124
1978,1,0.0174047
1977,1,0.0177296
1976,1,0.0183426
1975,1,0.0197765
1974,1,0.0214986
1973,1,0.0218002
1972,1,0.0240652
1971,1,0.0253498
1970,1,0.025371
1969,1,0.0255272
1968,1,0.0259267
1967,1,0.0276079
1966,1,0.0281253
1965,1,0.0286874
1964,1,0.0292306
1963,1,0.0308053
1962,1,0.0320785
1961,1,0.0321023
1960,1,0.0324891
1959,1,0.0333329
1958,1,0.0347399
1957,1,0.0357003
1956,1,0.0359325
1955,1,0.037016
1954,1,0.0381272
1953,1,0.0402229
1952,1,0.0419294
1951,1,0.0424092
1950,1,0.0424893
1949,1,0.0439548
1948,1,0.0440223
1947,1,0.0459096
1946,1,0.0471208
1945,1,0.0477273
1944,1,0.0481897
1943,1,0.0489361
1942,1,0.049565
1941,1,0.0512656
1940,1,0.0516572
1939,1,0.0535701
1938,1,0.0542629
1937,1,0.0550641
1936,1,0.0568695
1935,1,0.0576308
1934,1,0.0577897
1933,1,0.0581617
1932,1,0.0598631
1931,1,0.0602613
1930,1,0.0602835
1929,1,0.0609657
1928,1,0.060993
1927,1,0.0617233
1926,1,0.0643181
1925,1,0.0645588
1924,1,0.0672588
1923,1,0.0675962
1922,1,0.0677975
1921,1,0.0726189
1920,1,0.0738466
1919,1,0.0752988
1918,1,0.0754275
1917,1,0.0755212
1916,1,0.0766636
1915,1,0.0770807
1914,1,0.0775493
1913,1,0.0783292
1912,1,0.0789069
1911,1,0.0806985
1910,1,0.0815844
1909,1,0.0838131
1908,1,0.0855016
1907,1,0.0859528
1906,1,0.0875059
1905,1,0.0898846
1904,1,0.0915011
1903,1,0.091851
1902,1,0.094095
1901,1,0.0949235
1900,1,0.0967746
1899,1,0.0970546
1898,1,0.0972933
1897,1,0.10064
1896,1,0.102172
1895,1,0.102392
1894,1,0.10306
1893,1,0.103797
1892,1,0.103997
