10,0,0,0
11,0,0,0.00667891
12,0,0,0.0212169
13,0,0,0.0547673
14,0,0,0.126968
15,0,0,0.215728
16,0,0,0.314624
17,0,0,0.314673
16,0,0,0.319027
17,0,0,0.34637
18,0,0,0.364944
19,0,0,0.380373
20,0,0,0.406062
19,0,0,0.417462
20,0,0,0.434078
21,0,0,0.454031
22,0,0,0.457227
23,0,0,0.458609
24,0,0,0.5099
25,0,0,0.530183
26,0,0,0.530823
27,0,0,0.535323
28,0,0,0.541591
29,0,0,0.542477
30,0,0,0.543873
31,0,0,0.554589
32,0,0,0.562983
31,0,0,0.56705
32,0,0,0.570065
33,0,0,0.573662
34,0,0,0.574947
35,0,0,0.585029
36,0,0,0.586052
37,0,0,0.60278
38,0,0,0.608367
39,0,0,0.608747
40,0,0,0.618271
41,0,0,0.632373
42,0,0,0.660114
43,0,0,0.662295
44,0,0,0.691896
45,0,0,0.695316
46,0,0,0.697741
47,0,0,0.70187
48,0,0,0.704772
49,0,0,0.707938
50,0,0,0.709055
51,0,0,0.737898
52,0,0,0.73836
52,0,1,0.739849
53,0,1,0.747205
54,0,1,0.749244
55,0,1,0.752693
56,0,1,0.756063
57,0,1,0.762478
58,0,1,0.762616
59,0,1,0.763342
60,0,1,0.764105
61,0,1,0.765636
60,0,1,0.773213
61,0,1,0.795816
62,0,1,0.799973
61,0,1,0.800091
62,0,1,0.80544
61,0,1,0.809827
62,0,1,0.811256
63,0,1,0.817881
64,0,1,0.818498
65,0,1,0.823491
64,0,1,0.829292
65,0,1,0.830395
64,0,1,0.833419
65,0,1,0.836532
66,0,1,0.840359
67,0,1,0.840845
68,0,1,0.860907
69,0,1,0.862349
70,0,1,0.866092
69,0,1,0.869616
68,0,1,0.871446
67,0,1,0.876738
68,0,1,0.879847
69,0,1,0.881926
70,0,1,0.89624
69,0,1,0.912433
70,0,1,0.920655
71,0,1,0.930282
72,0,1,0.930485
73,0,1,0.931879
74,0,1,0.934783
73,0,1,0.941317
74,0,1,0.960306
75,0,1,0.960324
76,0,1,0.965504
77,0,1,0.970113
78,0,1,0.984885
79,0,1,0.986964
80,0,1,0.987947
81,0,1,0.995679
82,0,1,1.00146
81,0,1,1.00413
80,0,1,1.0045
81,0,1,1.00566
82,0,1,1.00705
82,0,2,1.00877
83,0,2,1.00893
84,0,2,1.01445
85,0,2,1.01641
86,0,2,1.02179
87,0,2,1.0238
86,0,2,1.02549
87,0,2,1.02825
86,0,2,1.03005
87,0,2,1.03439
88,0,2,1.04169
87,0,2,1.04248
88,0,2,1.0502
89,0,2,1.05633
90,0,2,1.05932
91,0,2,1.06064
92,0,2,1.06135
91,0,2,1.06229
92,0,2,1.06689
93,0,2,1.06714
92,0,2,1.06785
93,0,2,1.06919
94,0,2,1.07266
95,0,2,1.07682
96,0,2,1.07838
97,0,2,1.0789
98,0,2,1.08281
99,0,2,1.08458
100,0,2,1.08526
99,0,2,1.11047
98,0,2,1.11617
99,0,2,1.12108
98,0,2,1.12831
97,0,2,1.13123
98,0,2,1.13162
98,0,3,1.14463
99,0,3,1.14711
100,0,3,1.15038
101,0,3,1.15448
102,0,3,1.17385
101,0,3,1.19412
100,0,3,1.21752
101,0,3,1.22161
102,0,3,1.22884
101,0,3,1.22967
102,0,3,1.2596
101,0,3,1.26778
102,0,3,1.26977
101,0,3,1.27914
100,0,3,1.29548
99,0,3,1.29656
100,0,3,1.2994
101,0,3,1.31232
100,0,3,1.31278
101,0,3,1.31615
102,0,3,1.3221
101,0,3,1.33253
102,0,3,1.34992
103,0,3,1.38644
102,0,3,1.39896
101,0,3,1.40166
101,0,4,1.4053
101,0,5,1.4136
102,0,5,1.42745
103,0,5,1.42857
102,0,5,1.43012
101,0,5,1.43192
102,0,5,1.43593
102,0,6,1.44406
101,0,6,1.4472
100,0,6,1.46617
99,0,6,1.47525
100,0,6,1.49953
101,0,6,1.5095
100,0,6,1.51268
101,0,6,1.51478
100,0,6,1.52353
99,0,6,1.52652
100,0,6,1.53424
101,0,6,1.53606
100,0,6,1.54779
99,0,6,1.55144
100,0,6,1.55208
101,0,6,1.55294
100,0,6,1.55515
101,0,6,1.55694
102,0,6,1.55795
103,0,6,1.56935
102,0,6,1.57142
101,0,6,1.57774
102,0,6,1.57939
101,0,6,1.58016
100,0,6,1.59665
99,0,6,1.60343
98,0,6,1.60878
97,0,6,1.61001
96,0,6,1.61129
95,0,6,1.61249
94,0,6,1.61656
93,0,6,1.62768
93,0,7,1.63084
94,0,7,1.6343
93,0,7,1.63708
92,0,7,1.63791
91,0,7,1.63935
90,0,7,1.64202
90,0,6,1.6439
89,0,6,1.64793
90,0,6,1.65476
89,0,6,1.65564
90,0,6,1.66118
89,0,6,1.6674
90,0,6,1.66888
89,0,6,1.68048
88,0,6,1.68608
89,0,6,1.6909
88,0,6,1.69126
89,0,6,1.69173
88,0,6,1.69972
89,0,6,1.70802
90,0,6,1.71805
89,0,6,1.72678
90,0,6,1.74876
91,0,6,1.75149
90,0,6,1.75683
89,0,6,1.76695
88,0,6,1.7755
87,0,6,1.77877
86,0,6,1.78298
87,0,6,1.80344
86,0,6,1.80703
87,0,6,1.80913
88,0,6,1.82342
87,0,6,1.8248
86,0,6,1.83087
85,0,6,1.84371
85,0,7,1.84729
84,0,7,1.85631
83,0,7,1.85666
82,0,7,1.88282
81,0,7,1.89807
80,0,7,1.91164
79,0,7,1.91553
78,0,7,1.92471
77,0,7,1.9257
77,0,6,1.9341
76,0,6,1.93468
75,0,6,1.93844
74,0,6,1.94325
73,0,6,1.9565
72,0,6,1.95675
73,0,6,1.96616
72,0,6,1.9715
73,0,6,1.99591
74,0,6,1.99666
75,0,6,1.99923
76,0,6,2.00501
75,0,6,2.00764
76,0,6,2.02331
77,0,6,2.04309
76,0,6,2.06388
75,0,6,2.07269
74,0,6,2.0843
75,0,6,2.08623
74,0,6,2.09332
75,0,6,2.09517
74,0,6,2.09828
75,0,6,2.11156
74,0,6,2.11213
73,0,6,2.11445
74,0,6,2.11937
73,0,6,2.1282
72,0,6,2.14072
71,0,6,2.158
72,0,6,2.17368
73,0,6,2.19389
72,0,6,2.21408
71,0,6,2.21676
70,0,6,2.21841
69,0,6,2.24066
70,0,6,2.29094
69,0,6,2.30219
68,0,6,2.33097
67,0,6,2.33894
66,0,6,2.34551
65,0,6,2.34757
66,0,6,2.38636
65,0,6,2.38762
65,0,7,2.38911
64,0,7,2.39208
65,0,7,2.39765
64,0,7,2.39836
63,0,7,2.41469
62,0,7,2.44784
61,0,7,2.45723
62,0,7,2.4603
63,0,7,2.46046
62,0,7,2.47462
63,0,7,2.47896
62,0,7,2.49591
61,0,7,2.50409
60,0,7,2.50944
61,0,7,2.54075
60,0,7,2.54448
59,0,7,2.55158
58,0,7,2.55733
57,0,7,2.55757
56,0,7,2.55841
55,0,7,2.56029
54,0,7,2.58428
53,0,7,2.58858
52,0,7,2.59519
52,0,8,2.60299
51,0,8,2.62203
50,0,8,2.63866
50,0,9,2.66035
50,0,8,2.72276
49,0,8,2.72873
50,0,8,2.7433
49,0,8,2.76373
48,0,8,2.76426
47,0,8,2.79881
48,0,8,2.8061
49,0,8,2.82511
48,0,8,2.8282
47,0,8,2.85279
46,0,8,2.85943
45,0,8,2.87593
46,0,8,2.90217
45,0,8,2.94437
44,0,8,2.94682
43,0,8,2.94778
42,0,8,2.98745
43,0,8,2.99155
42,0,8,3.00722
41,0,8,3.01338
42,0,8,3.01409
43,0,8,3.01465
42,0,8,3.01752
41,0,8,3.01962
40,0,8,3.02408
41,0,8,3.02941
40,0,8,3.03588
41,0,8,3.10112
40,0,8,3.10165
39,0,8,3.11161
38,0,8,3.1238
37,0,8,3.12922
36,0,8,3.14096
35,0,8,3.15572
34,0,8,3.15617
33,0,8,3.15834
34,0,8,3.17705
35,0,8,3.18029
34,0,8,3.18377
35,0,8,3.20714
36,0,8,3.23173
35,0,8,3.23803
34,0,8,3.27631
33,0,8,3.30417
32,0,8,3.30478
33,0,8,3.31124
32,0,8,3.32775
33,0,8,3.34232
32,0,8,3.3446
31,0,8,3.35861
31,0,9,3.36901
30,0,9,3.37522
29,0,9,3.39459
30,0,9,3.40278
29,0,9,3.43342
28,0,9,3.46103
29,0,9,3.46154
30,0,9,3.46805
29,0,9,3.4684
28,0,9,3.47629
27,0,9,3.48566
28,0,9,3.54959
27,0,9,3.55349
26,0,9,3.57976
25,0,9,3.68823
26,0,9,3.70512
27,0,9,3.73532
26,0,9,3.75489
27,0,9,3.75806
26,0,9,3.77418
25,0,9,3.85033
24,0,9,3.85476
23,0,9,3.88632
24,0,9,3.92517
23,0,9,3.92575
22,0,9,3.98295
21,0,9,3.99052
20,0,9,3.99105
19,0,9,4.02163
18,0,9,4.04525
17,0,9,4.04834
16,0,9,4.05532
15,0,9,4.09373
14,0,9,4.09725
13,0,9,4.12759
12,0,9,4.16659
11,0,9,4.21808
10,0,9,4.38032
